transaction_id,date,category,price,quantity,subtotal,discount_percent,discount_amount,total_amount,customer_segment,region,sales_channel,customer_satisfaction,return_customer,month,quarter,day_of_week,is_weekend
TXN_000413,2022-03-24,Sports,89.91,7,629.38,18.9,119.16,510.23,Regular,North,Online,3.3,False,3,Q1,Thursday,False
TXN_000414,2023-05-09,Clothing,147.38,7,1031.64,1.9,19.81,1011.83,Premium,West,Online,3.0,True,5,Q2,Tuesday,False
TXN_000415,2023-08-20,Sports,713.89,1,713.89,6.0,42.72,671.16,Premium,South,Mobile App,3.7,False,8,Q3,Sunday,True
TXN_000416,2023-06-14,Books,10.02,2,20.04,1.0,0.2,19.84,Budget,East,Online,3.1,False,6,Q2,Wednesday,False
TXN_000417,2022-11-29,Home & Garden,741.68,2,1483.36,10.6,157.62,1325.74,Premium,West,Retail Store,4.5,False,11,Q4,Tuesday,False
TXN_000418,2022-03-31,Home & Garden,238.78,1,238.78,5.3,12.6,226.17,Regular,Central,Online,4.1,False,3,Q1,Thursday,False
TXN_000419,2022-06-29,Home & Garden,385.57,1,385.57,3.1,12.06,373.5,Regular,West,Retail Store,2.5,True,6,Q2,Wednesday,False
TXN_000420,2022-11-07,Home & Garden,285.02,1,285.02,8.6,24.5,260.52,Regular,West,Retail Store,3.9,False,11,Q4,Monday,False
TXN_000421,2022-01-30,Sports,196.38,2,392.77,3.1,11.99,380.78,Premium,Central,Online,3.0,True,1,Q1,Sunday,True
TXN_000422,2023-07-04,Beauty,141.86,3,425.58,1.1,4.82,420.76,Budget,West,Online,2.3,False,7,Q3,Tuesday,False
TXN_000423,2023-08-10,Sports,84.49,4,337.95,2.9,9.91,328.04,Regular,South,Online,3.7,True,8,Q3,Thursday,False
TXN_000424,2022-06-08,Books,50.45,5,252.23,15.9,40.0,212.23,Regular,Central,Mobile App,1.1,False,6,Q2,Wednesday,False
TXN_000425,2022-07-13,Home & Garden,225.25,4,900.99,1.5,13.45,887.54,Budget,Central,Retail Store,2.9,False,7,Q3,Wednesday,False
TXN_000426,2022-11-02,Home & Garden,44.07,1,44.07,24.6,10.85,33.21,Regular,North,Retail Store,3.2,False,11,Q4,Wednesday,False
TXN_000427,2022-04-18,Books,18.82,2,37.63,0.5,0.17,37.46,Regular,Central,Online,2.7,False,4,Q2,Monday,False
TXN_000428,2022-10-25,Electronics,1142.45,1,1142.45,3.2,36.39,1106.07,Regular,Central,Retail Store,3.4,True,10,Q4,Tuesday,False
TXN_000429,2022-12-29,Books,95.55,2,191.11,9.6,18.4,172.71,Premium,West,Online,3.7,True,12,Q4,Thursday,False
TXN_000430,2022-03-01,Clothing,135.5,4,542.02,14.5,78.48,463.54,Budget,South,Retail Store,3.2,True,3,Q1,Tuesday,False
TXN_000431,2023-06-08,Sports,483.17,1,483.17,6.1,29.47,453.7,Premium,Central,Retail Store,4.7,True,6,Q2,Thursday,False
TXN_000432,2022-02-05,Sports,99.56,2,199.13,20.9,41.69,157.43,Budget,North,Online,3.0,False,2,Q1,Saturday,True
TXN_000433,2022-10-21,Books,27.75,5,138.77,16.1,22.29,116.49,Regular,East,Mobile App,2.9,True,10,Q4,Friday,False
TXN_000434,2023-01-31,Electronics,1546.45,2,3092.89,16.5,510.84,2582.05,Premium,West,Mobile App,3.9,False,1,Q1,Tuesday,False
TXN_000435,2022-04-19,Books,38.14,3,114.43,6.4,7.28,107.15,Regular,East,Online,2.8,True,4,Q2,Tuesday,False
TXN_000436,2022-09-08,Home & Garden,293.73,1,293.73,16.7,48.93,244.8,Regular,North,Online,4.8,False,9,Q3,Thursday,False
TXN_000437,2024-01-01,Electronics,729.27,1,729.27,7.2,52.44,676.83,Regular,East,Mobile App,3.6,True,1,Q1,Monday,False
TXN_000438,2023-06-16,Beauty,100.81,3,302.42,10.1,30.51,271.91,Regular,North,Retail Store,3.8,False,6,Q2,Friday,False
TXN_000439,2022-01-29,Books,54.96,4,219.85,6.4,14.05,205.81,Premium,West,Retail Store,4.6,False,1,Q1,Saturday,True
TXN_000440,2023-11-16,Books,15.97,4,63.87,18.1,11.54,52.32,Budget,Central,Mobile App,2.7,False,11,Q4,Thursday,False
TXN_000441,2023-09-19,Clothing,134.5,1,134.5,0.7,0.97,133.53,Regular,West,Retail Store,2.9,True,9,Q3,Tuesday,False
TXN_000442,2023-06-07,Beauty,111.79,3,335.38,15.3,51.45,283.93,Regular,West,Online,3.5,False,6,Q2,Wednesday,False
TXN_000443,2022-08-20,Books,19.5,7,136.49,28.5,38.95,97.53,Regular,East,Mobile App,2.9,False,8,Q3,Saturday,True
TXN_000444,2023-08-23,Electronics,1228.46,1,1228.46,18.9,232.26,996.21,Budget,West,Online,4.3,True,8,Q3,Wednesday,False
TXN_000445,2023-06-07,Home & Garden,326.14,3,978.41,13.5,131.92,846.5,Budget,East,Mobile App,2.9,False,6,Q2,Wednesday,False
TXN_000446,2022-11-30,Books,71.12,1,71.12,15.6,11.07,60.05,Premium,West,Retail Store,3.9,False,11,Q4,Wednesday,False
TXN_000447,2023-09-10,Books,56.18,6,337.07,8.8,29.61,307.46,Regular,North,Mobile App,3.8,False,9,Q3,Sunday,True
TXN_000448,2023-01-26,Sports,56.92,3,170.75,16.9,28.84,141.91,Regular,North,Online,3.6,True,1,Q1,Thursday,False
TXN_000449,2023-10-06,Books,58.87,4,235.5,25.1,59.05,176.44,Regular,South,Mobile App,2.0,False,10,Q4,Friday,False
TXN_000450,2023-09-27,Books,64.65,6,387.92,3.8,14.69,373.24,Premium,Central,Online,4.7,True,9,Q3,Wednesday,False
TXN_000451,2022-09-17,Sports,37.14,6,222.84,22.9,51.02,171.82,Budget,West,Online,4.0,True,9,Q3,Saturday,True
TXN_000452,2022-03-31,Sports,141.07,5,705.37,18.1,127.33,578.04,Premium,South,Online,3.5,True,3,Q1,Thursday,False
TXN_000453,2023-08-21,Books,27.83,7,194.8,6.6,12.85,181.95,Budget,South,Retail Store,2.7,False,8,Q3,Monday,False
TXN_000454,2022-06-21,Beauty,27.54,7,192.75,25.9,49.89,142.86,Budget,Central,Mobile App,2.9,True,6,Q2,Tuesday,False
TXN_000455,2023-06-07,Home & Garden,119.72,4,478.88,0.4,1.74,477.14,Regular,Central,Online,1.6,True,6,Q2,Wednesday,False
TXN_000456,2023-11-10,Home & Garden,222.18,3,666.55,33.7,224.89,441.67,Regular,North,Online,2.5,False,11,Q4,Friday,False
TXN_000457,2022-02-22,Books,25.87,7,181.12,6.1,11.06,170.06,Regular,Central,Online,3.8,False,2,Q1,Tuesday,False
TXN_000458,2023-01-31,Toys,129.67,1,129.67,12.6,16.39,113.28,Regular,South,Online,3.0,True,1,Q1,Tuesday,False
TXN_000459,2023-07-11,Toys,63.59,3,190.76,8.3,15.76,175.0,Budget,Central,Online,1.1,False,7,Q3,Tuesday,False
TXN_000460,2023-12-13,Electronics,252.33,4,1009.33,13.4,135.1,874.23,Budget,North,Online,4.5,False,12,Q4,Wednesday,False
TXN_000461,2022-01-25,Clothing,223.88,3,671.65,6.2,41.68,629.97,Regular,South,Retail Store,4.6,True,1,Q1,Tuesday,False
TXN_000462,2023-04-26,Home & Garden,194.3,2,388.59,2.4,9.42,379.17,Premium,Central,Online,3.4,True,4,Q2,Wednesday,False
TXN_000463,2023-01-02,Clothing,234.74,3,704.23,19.6,137.75,566.48,Premium,West,Online,3.5,False,1,Q1,Monday,False
TXN_000464,2022-11-05,Clothing,158.24,2,316.48,21.5,67.99,248.49,Budget,North,Retail Store,2.2,False,11,Q4,Saturday,True
TXN_000465,2022-03-17,Toys,48.17,4,192.68,10.1,19.53,173.15,Regular,East,Retail Store,3.1,False,3,Q1,Thursday,False
TXN_000466,2022-11-06,Beauty,40.02,3,120.05,17.9,21.51,98.54,Regular,West,Retail Store,5.0,True,11,Q4,Sunday,True
TXN_000467,2023-05-04,Electronics,666.93,1,666.93,5.2,35.0,631.93,Regular,East,Retail Store,4.2,True,5,Q2,Thursday,False
TXN_000468,2022-11-09,Toys,87.49,5,437.43,21.1,92.27,345.16,Regular,East,Mobile App,3.6,True,11,Q4,Wednesday,False
TXN_000469,2022-12-13,Beauty,76.15,5,380.77,9.6,36.6,344.17,Regular,Central,Retail Store,3.3,False,12,Q4,Tuesday,False
TXN_000470,2023-02-05,Home & Garden,269.01,1,269.01,4.3,11.53,257.49,Regular,North,Retail Store,5.0,False,2,Q1,Sunday,True
TXN_000471,2022-03-16,Beauty,50.96,3,152.89,7.8,11.96,140.93,Premium,East,Retail Store,2.2,False,3,Q1,Wednesday,False
TXN_000472,2022-06-02,Sports,298.16,2,596.32,15.7,93.47,502.85,Regular,North,Online,4.7,False,6,Q2,Thursday,False
TXN_000473,2022-01-25,Beauty,183.91,1,183.91,7.7,14.09,169.82,Regular,North,Online,3.0,False,1,Q1,Tuesday,False
TXN_000474,2023-10-08,Sports,98.14,4,392.56,22.9,89.79,302.77,Budget,South,Mobile App,2.6,False,10,Q4,Sunday,True
TXN_000475,2023-08-23,Home & Garden,311.85,3,935.55,8.3,77.83,857.72,Premium,North,Online,3.4,False,8,Q3,Wednesday,False
TXN_000476,2022-03-10,Toys,102.76,3,308.28,5.5,16.87,291.4,Regular,South,Mobile App,2.8,False,3,Q1,Thursday,False
TXN_000477,2022-07-08,Toys,38.3,3,114.9,22.8,26.19,88.71,Premium,North,Online,2.5,True,7,Q3,Friday,False
TXN_000478,2022-07-18,Clothing,168.43,4,673.71,12.6,84.78,588.93,Regular,Central,Mobile App,2.7,False,7,Q3,Monday,False
TXN_000479,2022-03-30,Toys,190.12,4,760.49,7.6,57.54,702.94,Premium,North,Retail Store,2.9,False,3,Q1,Wednesday,False
TXN_000480,2023-08-17,Books,55.17,5,275.83,13.1,36.09,239.73,Regular,East,Online,3.8,False,8,Q3,Thursday,False
TXN_000481,2023-01-19,Electronics,694.76,1,694.76,6.6,45.58,649.18,Regular,East,Mobile App,2.5,False,1,Q1,Thursday,False
TXN_000482,2022-08-20,Books,27.4,4,109.59,12.6,13.77,95.82,Regular,East,Mobile App,2.6,False,8,Q3,Saturday,True
TXN_000483,2022-06-04,Clothing,117.85,1,117.85,5.8,6.81,111.03,Budget,Central,Online,3.3,True,6,Q2,Saturday,True
TXN_000484,2023-04-27,Home & Garden,595.9,2,1191.81,3.5,42.12,1149.69,Premium,Central,Retail Store,3.9,False,4,Q2,Thursday,False
TXN_000485,2022-06-28,Home & Garden,103.91,2,207.82,9.4,19.48,188.34,Budget,North,Retail Store,3.4,False,6,Q2,Tuesday,False
TXN_000486,2022-08-25,Toys,110.45,3,331.34,20.5,67.97,263.37,Regular,West,Online,3.0,False,8,Q3,Thursday,False
TXN_000487,2023-11-21,Toys,110.85,1,110.85,16.7,18.51,92.35,Regular,North,Retail Store,3.8,False,11,Q4,Tuesday,False
TXN_000488,2023-03-23,Sports,242.81,3,728.42,13.3,96.85,631.57,Budget,South,Retail Store,3.7,True,3,Q1,Thursday,False
TXN_000489,2023-08-05,Books,57.54,4,230.17,14.9,34.37,195.8,Regular,East,Retail Store,3.5,False,8,Q3,Saturday,True
TXN_000490,2022-01-01,Clothing,98.69,4,394.75,6.6,26.09,368.65,Regular,Central,Retail Store,3.8,False,1,Q1,Saturday,True
TXN_000491,2023-12-05,Sports,99.29,2,198.58,16.1,32.02,166.55,Budget,North,Retail Store,3.3,False,12,Q4,Tuesday,False
TXN_000492,2023-04-30,Clothing,358.12,1,358.12,21.5,77.07,281.05,Premium,South,Mobile App,5.0,False,4,Q2,Sunday,True
TXN_000493,2023-08-16,Toys,90.32,1,90.32,1.6,1.43,88.9,Budget,North,Retail Store,4.1,True,8,Q3,Wednesday,False
TXN_000494,2022-12-08,Beauty,124.88,3,374.65,23.2,87.06,287.59,Budget,North,Retail Store,3.1,True,12,Q4,Thursday,False
TXN_000495,2022-09-17,Sports,103.5,3,310.49,8.5,26.49,284.0,Budget,South,Online,4.2,True,9,Q3,Saturday,True
TXN_000496,2022-10-22,Sports,139.96,3,419.89,0.6,2.37,417.52,Budget,South,Retail Store,2.8,False,10,Q4,Saturday,True
TXN_000497,2022-05-26,Clothing,141.98,2,283.97,11.7,33.16,250.81,Regular,North,Mobile App,4.3,True,5,Q2,Thursday,False
TXN_000498,2023-06-05,Books,32.81,2,65.62,22.6,14.83,50.79,Regular,East,Online,3.3,True,6,Q2,Monday,False
TXN_000499,2022-03-06,Beauty,86.85,7,607.97,21.9,133.13,474.84,Premium,North,Online,2.5,False,3,Q1,Sunday,True
TXN_000500,2023-02-17,Books,23.24,2,46.47,7.5,3.46,43.01,Budget,South,Online,2.2,False,2,Q1,Friday,False
TXN_000501,2022-07-26,Beauty,184.42,3,553.27,3.5,19.23,534.05,Regular,East,Online,4.9,True,7,Q3,Tuesday,False
TXN_000502,2022-02-23,Clothing,98.08,1,98.08,27.2,26.68,71.39,Budget,North,Mobile App,3.1,True,2,Q1,Wednesday,False
TXN_000503,2022-11-23,Home & Garden,134.09,2,268.17,24.0,64.35,203.82,Budget,East,Retail Store,3.0,False,11,Q4,Wednesday,False
TXN_000504,2022-05-09,Beauty,52.59,2,105.19,23.8,25.0,80.18,Premium,Central,Online,2.9,True,5,Q2,Monday,False
TXN_000505,2022-02-13,Books,34.66,7,242.64,7.7,18.72,223.92,Regular,East,Mobile App,3.8,False,2,Q1,Sunday,True
TXN_000506,2023-09-23,Beauty,103.46,3,310.38,23.5,72.79,237.59,Regular,Central,Online,3.1,False,9,Q3,Saturday,True
TXN_000507,2023-05-30,Clothing,132.07,2,264.15,3.7,9.81,254.34,Budget,Central,Online,2.1,False,5,Q2,Tuesday,False
TXN_000508,2022-05-06,Home & Garden,70.03,2,140.06,9.0,12.62,127.43,Budget,East,Retail Store,4.3,True,5,Q2,Friday,False
TXN_000509,2023-06-11,Beauty,248.28,1,248.28,0.6,1.57,246.7,Premium,South,Online,5.0,True,6,Q2,Sunday,True
TXN_000510,2023-12-16,Clothing,178.46,4,713.86,11.7,83.23,630.63,Regular,North,Online,2.6,True,12,Q4,Saturday,True
TXN_000511,2022-08-17,Electronics,55.61,1,55.61,14.5,8.09,47.53,Regular,North,Online,3.6,False,8,Q3,Wednesday,False
TXN_000512,2022-12-07,Sports,155.36,1,155.36,31.2,48.53,106.83,Regular,Central,Mobile App,2.7,False,12,Q4,Wednesday,False
TXN_000513,2023-06-13,Electronics,1607.37,1,1607.37,0.8,13.14,1594.22,Regular,South,Retail Store,5.0,True,6,Q2,Tuesday,False
TXN_000514,2022-06-04,Toys,35.31,7,247.18,3.9,9.71,237.48,Budget,North,Retail Store,4.6,True,6,Q2,Saturday,True
TXN_000515,2023-04-25,Sports,61.92,1,61.92,11.9,7.4,54.52,Budget,North,Retail Store,4.1,False,4,Q2,Tuesday,False
TXN_000516,2023-12-13,Home & Garden,400.86,2,801.72,35.1,281.22,520.5,Regular,West,Mobile App,3.0,True,12,Q4,Wednesday,False
TXN_000517,2022-09-23,Beauty,139.64,2,279.29,3.3,9.18,270.11,Regular,West,Retail Store,5.0,True,9,Q3,Friday,False
TXN_000518,2022-11-30,Toys,77.86,1,77.86,37.4,29.16,48.7,Regular,East,Mobile App,3.3,False,11,Q4,Wednesday,False
TXN_000519,2022-10-13,Electronics,1620.91,2,3241.82,0.8,26.15,3215.67,Regular,South,Retail Store,1.5,True,10,Q4,Thursday,False
TXN_000520,2022-03-28,Toys,43.4,1,43.4,28.5,12.35,31.04,Budget,West,Mobile App,3.5,False,3,Q1,Monday,False
TXN_000521,2022-11-18,Home & Garden,223.69,3,671.06,15.0,100.95,570.11,Regular,Central,Retail Store,2.6,False,11,Q4,Friday,False
TXN_000522,2023-01-08,Books,23.42,3,70.26,7.1,4.99,65.27,Regular,East,Mobile App,3.5,False,1,Q1,Sunday,True
TXN_000523,2022-03-10,Books,47.4,3,142.2,13.0,18.42,123.78,Premium,Central,Online,3.7,False,3,Q1,Thursday,False
TXN_000524,2022-09-24,Beauty,120.19,4,480.77,18.2,87.45,393.32,Budget,South,Mobile App,2.6,True,9,Q3,Saturday,True
TXN_000525,2022-06-18,Clothing,150.68,1,150.68,5.7,8.58,142.1,Budget,North,Retail Store,2.3,False,6,Q2,Saturday,True
TXN_000526,2022-05-12,Clothing,292.23,2,584.46,9.4,54.65,529.81,Premium,Central,Retail Store,4.5,True,5,Q2,Thursday,False
TXN_000527,2022-01-02,Clothing,76.73,5,383.64,10.9,41.98,341.66,Budget,West,Online,4.7,True,1,Q1,Sunday,True
TXN_000528,2023-10-23,Home & Garden,135.98,3,407.95,18.4,75.18,332.77,Budget,North,Online,2.6,True,10,Q4,Monday,False
TXN_000529,2023-07-10,Beauty,94.96,7,664.75,14.6,96.97,567.79,Premium,East,Retail Store,3.3,False,7,Q3,Monday,False
TXN_000530,2022-02-26,Beauty,99.65,1,99.65,20.9,20.86,78.79,Regular,West,Online,3.5,True,2,Q1,Saturday,True
TXN_000531,2022-10-10,Clothing,209.79,4,839.15,3.9,33.03,806.12,Regular,South,Retail Store,4.6,True,10,Q4,Monday,False
TXN_000532,2022-08-14,Home & Garden,238.31,2,476.62,7.9,37.6,439.03,Regular,South,Online,3.5,True,8,Q3,Sunday,True
TXN_000533,2023-11-15,Sports,46.0,4,183.99,23.4,43.12,140.87,Budget,South,Mobile App,4.5,True,11,Q4,Wednesday,False
TXN_000534,2022-10-02,Clothing,379.52,2,759.03,12.1,92.15,666.88,Premium,South,Online,4.8,False,10,Q4,Sunday,True
TXN_000535,2022-01-05,Clothing,138.4,1,138.4,7.5,10.37,128.03,Regular,East,Mobile App,4.1,True,1,Q1,Wednesday,False
TXN_000536,2023-10-30,Clothing,163.22,2,326.45,21.3,69.45,257.0,Regular,Central,Online,5.0,True,10,Q4,Monday,False
TXN_000537,2022-05-31,Beauty,238.67,4,954.7,12.7,121.65,833.05,Premium,East,Mobile App,3.4,True,5,Q2,Tuesday,False
TXN_000538,2023-10-01,Toys,116.46,4,465.82,16.9,78.51,387.31,Regular,West,Mobile App,3.8,True,10,Q4,Sunday,True
TXN_000539,2022-01-26,Sports,35.94,5,179.69,19.2,34.55,145.15,Regular,Central,Online,3.3,False,1,Q1,Wednesday,False
TXN_000540,2022-12-02,Toys,18.5,1,18.5,27.6,5.1,13.39,Premium,North,Online,3.7,False,12,Q4,Friday,False
TXN_000541,2022-11-08,Books,28.4,6,170.41,12.5,21.23,149.19,Premium,Central,Retail Store,4.4,False,11,Q4,Tuesday,False
TXN_000542,2022-07-19,Sports,702.11,2,1404.21,6.1,85.05,1319.17,Premium,Central,Online,4.1,True,7,Q3,Tuesday,False
TXN_000543,2022-01-04,Toys,71.31,4,285.23,11.1,31.7,253.53,Budget,West,Retail Store,4.0,False,1,Q1,Tuesday,False
TXN_000544,2023-09-25,Toys,48.36,6,290.15,6.1,17.59,272.56,Regular,North,Online,3.8,True,9,Q3,Monday,False
TXN_000545,2022-12-02,Home & Garden,134.43,2,268.87,8.8,23.68,245.19,Regular,South,Online,4.9,False,12,Q4,Friday,False
TXN_000546,2022-05-12,Electronics,540.46,2,1080.92,8.3,89.46,991.46,Regular,South,Mobile App,4.3,False,5,Q2,Thursday,False
TXN_000547,2022-08-27,Toys,115.05,4,460.19,18.4,84.69,375.49,Regular,South,Mobile App,1.8,False,8,Q3,Saturday,True
TXN_000548,2023-06-23,Home & Garden,470.97,2,941.93,22.2,209.37,732.56,Regular,West,Mobile App,3.3,False,6,Q2,Friday,False
TXN_000549,2023-05-18,Home & Garden,94.34,7,660.35,1.4,9.02,651.34,Premium,West,Online,4.2,False,5,Q2,Thursday,False
TXN_000550,2022-06-14,Sports,153.22,2,306.45,3.2,9.89,296.56,Budget,Central,Online,4.2,True,6,Q2,Tuesday,False
TXN_000551,2022-01-19,Sports,117.03,1,117.03,13.2,15.48,101.55,Premium,South,Mobile App,4.0,True,1,Q1,Wednesday,False
TXN_000552,2023-01-29,Clothing,132.36,4,529.42,4.2,22.38,507.04,Budget,North,Retail Store,3.0,True,1,Q1,Sunday,True
TXN_000553,2023-12-26,Electronics,182.42,1,182.42,16.9,30.75,151.67,Premium,West,Retail Store,3.7,False,12,Q4,Tuesday,False
TXN_000554,2023-09-01,Beauty,64.2,1,64.2,13.4,8.6,55.6,Budget,North,Mobile App,3.1,False,9,Q3,Friday,False
TXN_000555,2022-05-07,Beauty,109.16,4,436.63,12.1,52.67,383.96,Regular,North,Mobile App,3.7,True,5,Q2,Saturday,True
TXN_000556,2023-01-19,Electronics,1290.3,1,1290.3,5.4,69.24,1221.06,Budget,East,Retail Store,2.5,True,1,Q1,Thursday,False
TXN_000557,2023-03-12,Home & Garden,66.31,5,331.55,15.6,51.82,279.72,Regular,East,Online,4.4,False,3,Q1,Sunday,True
TXN_000558,2023-05-19,Toys,68.38,2,136.76,13.4,18.26,118.5,Budget,North,Online,2.7,False,5,Q2,Friday,False
TXN_000559,2022-01-19,Electronics,419.06,2,838.13,2.6,21.74,816.39,Regular,East,Online,3.6,True,1,Q1,Wednesday,False
TXN_000560,2022-02-26,Books,44.62,1,44.62,5.7,2.55,42.07,Budget,North,Mobile App,3.1,True,2,Q1,Saturday,True
TXN_000561,2023-12-01,Sports,176.1,3,528.31,10.0,52.7,475.61,Regular,West,Retail Store,4.0,True,12,Q4,Friday,False
TXN_000562,2022-04-13,Home & Garden,207.19,4,828.78,13.1,108.47,720.31,Budget,South,Retail Store,2.8,True,4,Q2,Wednesday,False
TXN_000563,2023-08-07,Beauty,186.28,2,372.56,18.0,66.89,305.67,Regular,South,Online,3.9,True,8,Q3,Monday,False
TXN_000564,2022-06-28,Books,48.52,6,291.15,13.1,38.07,253.08,Regular,West,Mobile App,2.2,False,6,Q2,Tuesday,False
TXN_000565,2022-07-13,Books,22.11,7,154.78,1.2,1.85,152.93,Regular,West,Online,3.8,False,7,Q3,Wednesday,False
TXN_000566,2023-09-12,Clothing,20.6,4,82.38,9.6,7.92,74.46,Budget,South,Retail Store,2.7,False,9,Q3,Tuesday,False
TXN_000567,2022-11-23,Beauty,15.5,3,46.5,18.7,8.69,37.81,Regular,South,Online,4.7,True,11,Q4,Wednesday,False
TXN_000568,2023-11-21,Sports,128.71,3,386.13,13.5,51.96,334.17,Budget,East,Online,3.7,False,11,Q4,Tuesday,False
TXN_000569,2023-01-11,Clothing,30.08,7,210.54,5.5,11.58,198.96,Budget,East,Retail Store,2.4,False,1,Q1,Wednesday,False
TXN_000570,2023-05-31,Books,39.28,4,157.14,12.6,19.87,137.26,Regular,East,Online,4.1,False,5,Q2,Wednesday,False
TXN_000571,2022-11-20,Beauty,171.3,3,513.9,9.3,47.99,465.91,Regular,West,Online,3.6,False,11,Q4,Sunday,True
TXN_000572,2022-06-20,Books,109.29,7,765.0,10.9,83.43,681.58,Premium,West,Retail Store,3.7,False,6,Q2,Monday,False
TXN_000573,2023-07-05,Sports,158.63,1,158.63,19.2,30.47,128.17,Regular,Central,Mobile App,3.9,True,7,Q3,Wednesday,False
TXN_000574,2022-09-16,Sports,136.75,2,273.49,6.7,18.24,255.25,Budget,South,Retail Store,2.7,True,9,Q3,Friday,False
TXN_000575,2022-08-25,Toys,77.38,6,464.29,7.4,34.58,429.7,Premium,North,Online,5.0,True,8,Q3,Thursday,False
TXN_000576,2022-11-22,Sports,96.05,2,192.1,29.4,56.56,135.54,Budget,West,Online,1.7,False,11,Q4,Tuesday,False
TXN_000577,2022-02-21,Electronics,849.43,1,849.43,4.4,37.29,812.14,Regular,South,Retail Store,3.6,False,2,Q1,Monday,False
TXN_000578,2023-11-13,Books,58.42,2,116.83,19.5,22.82,94.01,Regular,East,Retail Store,2.9,True,11,Q4,Monday,False
TXN_000579,2023-01-10,Home & Garden,346.75,1,346.75,13.5,46.78,299.97,Budget,South,Retail Store,3.2,True,1,Q1,Tuesday,False
TXN_000580,2023-03-29,Toys,101.61,1,101.61,4.1,4.19,97.41,Budget,East,Retail Store,2.0,False,3,Q1,Wednesday,False
TXN_000581,2022-06-28,Toys,116.88,3,350.63,20.9,73.31,277.31,Budget,East,Online,4.1,False,6,Q2,Tuesday,False
TXN_000582,2022-02-15,Clothing,30.62,3,91.87,1.9,1.77,90.1,Regular,East,Retail Store,4.3,True,2,Q1,Tuesday,False
TXN_000583,2023-09-07,Electronics,1645.24,2,3290.48,20.6,678.69,2611.79,Regular,East,Online,3.8,False,9,Q3,Thursday,False
TXN_000584,2022-07-07,Beauty,186.78,2,373.57,1.0,3.7,369.86,Regular,West,Retail Store,3.0,False,7,Q3,Thursday,False
TXN_000585,2023-11-20,Books,35.84,6,215.05,13.4,28.89,186.16,Budget,South,Retail Store,2.5,True,11,Q4,Monday,False
TXN_000586,2023-02-25,Books,63.43,7,444.02,16.8,74.46,369.56,Budget,East,Online,2.3,False,2,Q1,Saturday,True
TXN_000587,2023-11-29,Beauty,65.58,6,393.46,15.6,61.38,332.08,Budget,North,Retail Store,3.0,True,11,Q4,Wednesday,False
TXN_000588,2023-10-28,Clothing,156.33,4,625.32,14.7,91.89,533.43,Budget,Central,Online,4.1,False,10,Q4,Saturday,True
TXN_000589,2023-09-06,Home & Garden,53.75,7,376.27,21.0,78.87,297.41,Budget,North,Online,1.9,False,9,Q3,Wednesday,False
TXN_000590,2022-08-09,Sports,504.63,2,1009.27,4.6,46.3,962.97,Regular,East,Retail Store,3.4,False,8,Q3,Tuesday,False
TXN_000591,2022-05-09,Toys,97.97,4,391.87,24.5,96.15,295.72,Regular,Central,Mobile App,5.0,False,5,Q2,Monday,False
TXN_000592,2023-08-22,Clothing,28.59,5,142.96,4.7,6.74,136.22,Regular,West,Retail Store,4.5,False,8,Q3,Tuesday,False
TXN_000593,2023-09-20,Sports,162.83,3,488.48,23.0,112.49,375.99,Budget,West,Online,2.9,False,9,Q3,Wednesday,False
TXN_000594,2023-04-29,Books,42.64,6,255.81,11.3,28.96,226.85,Budget,South,Retail Store,3.2,False,4,Q2,Saturday,True
TXN_000595,2022-10-26,Sports,257.85,2,515.69,22.9,118.0,397.69,Premium,North,Online,2.9,True,10,Q4,Wednesday,False
TXN_000596,2023-06-22,Electronics,226.6,3,679.8,10.3,69.74,610.05,Regular,West,Retail Store,4.0,True,6,Q2,Thursday,False
TXN_000597,2022-11-29,Electronics,1447.0,1,1447.0,26.3,380.61,1066.39,Regular,West,Online,3.6,True,11,Q4,Tuesday,False
TXN_000598,2023-09-11,Sports,82.37,5,411.83,25.5,105.17,306.66,Regular,West,Mobile App,2.8,False,9,Q3,Monday,False
TXN_000599,2023-11-12,Clothing,136.35,1,136.35,21.9,29.81,106.54,Regular,West,Retail Store,4.3,False,11,Q4,Sunday,True
TXN_000600,2022-04-11,Clothing,277.81,2,555.61,22.2,123.16,432.45,Regular,North,Mobile App,3.6,True,4,Q2,Monday,False
TXN_000601,2023-05-29,Books,18.34,3,55.01,6.7,3.71,51.31,Budget,West,Retail Store,2.5,False,5,Q2,Monday,False
TXN_000602,2022-03-10,Sports,94.84,1,94.84,11.8,11.18,83.66,Regular,West,Mobile App,3.6,True,3,Q1,Thursday,False
TXN_000603,2022-04-24,Beauty,48.47,6,290.81,22.5,65.3,225.52,Budget,Central,Online,2.5,False,4,Q2,Sunday,True
TXN_000604,2023-09-18,Beauty,82.37,6,494.21,30.0,148.18,346.03,Premium,West,Mobile App,3.9,True,9,Q3,Monday,False
TXN_000605,2023-12-09,Toys,102.8,4,411.2,33.6,138.07,273.14,Regular,West,Mobile App,3.1,True,12,Q4,Saturday,True
TXN_000606,2022-01-29,Books,34.1,5,170.49,6.2,10.64,159.84,Premium,East,Retail Store,3.9,True,1,Q1,Saturday,True
TXN_000607,2022-10-27,Books,86.76,1,86.76,12.4,10.77,75.99,Premium,West,Online,4.6,False,10,Q4,Thursday,False
TXN_000608,2022-02-27,Clothing,123.75,4,494.98,1.1,5.25,489.73,Budget,South,Retail Store,3.3,False,2,Q1,Sunday,True
